"A = input ( )
print ( A . upper ( ) )
",0020,groupA,mio0103
"A = str ( input ( ) )
A = A . upper ( )
print ( A )
",0020,groupA,oreo0320
"A = str ( input ( ) )
A = str . upper ( B )
print ( A )
",0020,groupA,kinako_shinonome
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,obrm2k
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,blue2020
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,Aliceandkumasan
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,kyk_hm_99
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,iori125
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,moeknm
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,snoopea
"A = input ( )
A = str . upper ( B )
print ( A )
",0020,groupA,yuko0828
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,artms007
"A = str ( input ( ) )
A = B . upper ( )
print ( A )
",0020,groupA,mmk20
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,yui_k
"A = input ( ) . upper ( )
print ( A )
",0020,groupA,ysk18_
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,shioshiooshio
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,HARU55
"A = input ( )
print ( str . upper ( A ) )
",0020,groupA,bn1224
"print ( input ( ) . upper ( ) )
",0020,groupA,Will25
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,tamamii20
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,tatejima
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,ym09rr6
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,kfwh87
"A = input ( ) . upper ( )
print ( A )
",0020,groupA,honot
"A = input ( ) . upper ( )
print ( A )
",0020,groupA,meika
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,Nakada065
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,Pooh0514
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,udonman
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,salmon04
"print ( input ( ) . upper ( ) )
",0020,groupA,yuzukosyo
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,phantom_0422
"print ( input ( ) . upper ( ) )
",0020,groupA,Nanairo0716
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,hoshitaro32
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,lisa_06
"print ( input ( ) . upper ( ) )
",0020,groupA,miyu777
"A = input ( )
A = str . upper ( B )
print ( A )
",0020,groupA,prprpr
"A = str ( input ( ) )
A = A . upper ( )
print ( A )
",0020,groupA,mai0526
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,giraffe09
"str = str ( input ( ) )
str = str . upper ( )
print ( str )
",0020,groupA,koyuki
"A = input ( )
A = str . swapcase ( B )
print ( A )
",0020,groupA,maple13
"A = str ( input ( ) )
A = A . upper ( )
print ( A )
",0020,groupA,Kunitomo
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,tom99
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,guoguo
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,kurumi048
"print ( input ( ) . upper ( ) )
",0020,groupA,nabenabe0927
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,honoka46
"print ( input ( ) . upper ( ) )
",0020,groupA,mai0321
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,Lemon_1127
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,wonka3065
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,Hui0946
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,maih120615
"print ( input ( ) . upper ( ) )
",0020,groupA,kurumin212
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,okrn_cindy
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,yukka_rinrin
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,ayk_rb_1103
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,momokai
"print ( input ( ) . upper ( ) )
",0020,groupA,kazari
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,Haru157
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,aoaoaoi
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,kori21
"print ( input ( ) . upper ( ) )
",0020,groupA,blackpinky
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,arashi99
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,water0914
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,m1916075_
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,akpinee
"A = input ( )
A = str . upper ( B )
print ( A )
",0020,groupA,umnkit0922
"print ( input ( ) . upper ( ) )
",0020,groupA,ayame_1001
"A = input ( )
print ( A . swapcase ( ) )
",0020,groupA,KA1NA0913
"print ( input ( ) . upper ( ) )
",0020,groupA,blues11
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,stk95
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,kkk2m
"print ( input ( ) . upper ( ) )
",0020,groupA,Kureha
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,rt56
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,ltwx4649
"print ( input ( ) . upper ( ) )
",0020,groupA,horichan
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,Shion20
"A = input ( )
A = str . upper ( A )
print ( A )
",0020,groupA,s_68
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,yuyu268
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,kana0409
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,shoko_a_
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,dice37
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,ucacao33
"A = input ( )
A = str . upper ( B )
print ( A )
",0020,groupA,Shiori_Y
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,asdfghqwerty
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,_gm49
"A = input ( )
A = B . upper ( )
print ( A )
",0020,groupA,su1424zu
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,harapeco
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,gon35
"A = input ( )
A = A . upper ( )
print ( A )
",0020,groupA,slow1224
"A = input ( )
print ( str . upper ( A ) )
",0020,groupA,hamuhamu12
"print ( input ( ) . upper ( ) )
",0020,groupA,ss10225_
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,miyh2523
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,ai0322
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,natsuki0804
"print ( '' . join ( map ( str . upper , input ( ) ) ) )
",0020,groupA,miiyu
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,matsuki20
"A = input ( )
print ( str . upper ( A ) )
",0020,groupA,tokkankoji
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,apoten0418
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,mh21716087
"print ( input ( ) . upper ( ) )
",0020,groupA,bono2325
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,s__wk101
"A = input ( )
print ( A . upper ( ) )
",0020,groupA,tkzw79
"print ( input ( ) . upper ( ) )
",0020,groupA,crescent_moon
"A = str ( input ( ) )
print ( str . upper ( A ) )
",0020,groupA,apple05
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",0020,groupA,maimada0519
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,konkon666
"print ( input ( ) . upper ( ) )
",0020,groupA,pen8pan9pon
"print ( input ( ) . upper ( ) )
",0020,groupA,m1816040kc
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,Yknnn14
"A = input ( )
print ( str . upper ( A ) )
",0020,groupA,me72
"A = str ( input ( ) )
print ( A . upper ( ) )
",0020,groupA,nanako1116
"print ( input ( ) . upper ( ) )
",0020,groupA,Vellu0129
"print ( input ( ) . upper ( ) )
",0020,groupA,sugarchan0
"print ( input ( ) . upper ( ) )
",0020,groupA,sabuk421
"str = input ( )
print ( str . swapcase ( ) )
",0020,groupA,Yuki13
"A = input ( )
print ( str . upper ( A ) )
",0020,groupA,okashi77
"print ( '' . join ( map ( str . upper , input ( ) ) ) )
",0020,groupA,Shino107
"print ( input ( ) . swapcase ( ) )
",0020,groupA,aoi_0326
code,problem_id,group_id,user_id
"from string import A , B
A = B
A = B
if A in B :
return A [ B . index ( C ) ]
if A in B :
return A [ B . index ( C ) ]
return A
open ( 1 , A ) . write ( '' . join ( map ( B , open ( 0 ) . readline ( ) ) ) )
",ITP1_8_A,groupA,jakenu0x5e
"import sys
from sys import A
input = A . readline
A = input ( ) . strip ( )
A = B . swapcase ( )
print ( A )
if __name__ == A :
main ( sys . argv [ 1 : ] )
",ITP1_8_A,groupA,kichi941
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,cima
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,novel
"A = input ( )
A = ''
for A in B :
if A . isupper ( ) :
A += B . lower ( )
A += B . upper ( )
A += B
print ( A )
",ITP1_8_A,groupA,tricom
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,tige
"str = input ( )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,KubotaNoriko1230
"for A in input ( ) :
if A . isupper ( ) :
print ( A . lower ( ) , end = '' )
print ( A . upper ( ) , end = '' )
print ( A , end = '' )
print ( )
",ITP1_8_A,groupA,pypy
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,bs5lNkJ
"print ( '' . join ( [ [ A . upper ( ) , A . lower ( ) ] [ A . isupper ( ) ] for A in input ( ) ] ) )
",ITP1_8_A,groupA,kyuna
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,ikatakos
"A = input ( )
A = ''
for A in range ( len ( B ) ) :
if A [ B ] . islower ( ) :
A += B [ C ] . upper ( )
A += B [ C ] . lower ( )
A += B [ C ]
print ( A )
",ITP1_8_A,groupA,manaka
"A = os . environ . get ( B )
if A == B :
sys . stdin = open ( A , B )
A = ''
for A in input ( ) . strip ( ) :
A = ord ( B )
if 65 <= A <= 90 :
A += chr ( B + 32 )
A += chr ( B - 32 )
A += B
print ( A )
",ITP1_8_A,groupA,RandyWaterhouse
"if __name__ == A :
A = input ( )
print ( '' . join ( [ A . upper ( ) if A . islower ( ) else [ A . lower ( ) for A in B ] ] ) )
",ITP1_8_A,groupA,yoheikikuta
"print ( str . swapcase ( input ( ) ) )
",ITP1_8_A,groupA,tsuru_aji
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,bonoron
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Mackie
"A
return A . swapcase ( )
print ( toggle ( input ( ) ) )
run ( )
",ITP1_8_A,groupA,y1721
"import sys
import os
A = input ( ) . strip ( )
for A in B :
if A . islower ( ) :
print ( A . upper ( ) , end = '' )
print ( A . lower ( ) , end = '' )
print ( A , end = '' )
print ( )
",ITP1_8_A,groupA,peroon
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,leeav_ten
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,momiji6
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,meiadayz
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,yreb
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,misuta
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,baron2
"A = input ( )
A = ''
for A in B :
if A . isupper ( ) :
A += B . lower ( )
A += B . upper ( )
A += B
print ( A )
",ITP1_8_A,groupA,mxg7y
"A = input ( )
for A in B :
if A . isupper ( ) :
print ( A . lower ( ) , end = '' )
print ( A . upper ( ) , end = '' )
print ( )
",ITP1_8_A,groupA,rockbirds12
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,zywuwen
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,tefu417
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,halfpennyworths
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,shana
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,nananashi
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,rune
"A = input ( )
A = ''
for A in B :
if A . isupper ( ) : 
    B += A . lower ( )
print ( A )
",ITP1_8_A,groupA,PythonHolic
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,soutatahara
"str = input ( )
for A in str :
if A . isupper ( ) :
print ( A . lower ( ) , end = '' )
print ( A . upper ( ) , end = '' )
print ( A , end = '' )
print ( )
",ITP1_8_A,groupA,tappinasa
"import sys
A = 2000000000
A = 1000000007
A = 0.000000001
A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,naoto172
"print ( '' . join ( A . upper ( ) if A . islower ( ) else A . lower ( ) if A . isupper ( ) else [ A for A in input ( ) ] ) )
",ITP1_8_A,groupA,Sim0000
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,toyuzuko
"str = input ( )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,jj1guj
"A = input ( ) . split ( B )
A = [ B . swapcase ( ) for B in C ]
print ( A . join ( B ) )
",ITP1_8_A,groupA,nut5ch3st
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Pure70os
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,nagasw0603
"str = input ( )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,yunakura
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,proayu33
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,aaa119
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,mimimi323
"A = input ( )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,myst7
"A = input ( )
A = A . swapcase ( )
print ( A )
",ITP1_8_A,groupA,roy2020
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,decodeco
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,rei089
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,mokomoko58
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,mayu_build_01
"A = str ( input ( ) )
A = A . swapcase ( )
print ( A )
",ITP1_8_A,groupA,sh415
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,gem19
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,jngkk97
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,mio0103
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,oreo0320
"A = str ( input ( ) )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,kinako_shinonome
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,obrm2k
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,blue2020
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Aliceandkumasan
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,kyk_hm_99
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,iori125
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,moeknm
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,snoopea
"A = input ( )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,yuko0828
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,artms007
"A = str ( input ( ) )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,mmk20
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,yui_k
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,ysk18_
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,shioshiooshio
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,HARU55
"A = input ( )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,bn1224
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,Will25
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,tamamii20
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,tatejima
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,ym09rr6
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,kfwh87
"A = input ( ) . swapcase ( )
print ( A )
",ITP1_8_A,groupA,honot
"A = input ( )
A = ''
for A in range ( len ( B ) ) :
A = str ( B [ C ] )
if ( A [ B ] . islower ( ) ) :
A = B [ C ] . upper ( )
A = B [ C ] . lower ( )
A += B
print ( A )
",ITP1_8_A,groupA,meika
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Nakada065
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Pooh0514
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,udonman
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,salmon04
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,yuzukosyo
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,phantom_0422
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,Nanairo0716
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,hoshitaro32
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,lisa_06
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,miyu777
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,prprpr
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,mai0526
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,giraffe09
"str = str ( input ( ) )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,koyuki
"A = input ( )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,maple13
"A = str ( input ( ) )
A = A . swapcase ( )
print ( A )
",ITP1_8_A,groupA,Kunitomo
"str = input ( )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,tom99
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,guoguo
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,kurumi048
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,nabenabe0927
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,honoka46
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,mai0321
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Lemon_1127
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,wonka3065
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Hui0946
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,maih120615
"A = input ( )
A = ''
for A in range ( len ( B ) ) :
A = str ( B [ C ] )
if A [ B ] . islower ( ) :
A = B [ C ] . upper ( )
A = B [ C ] . lower ( )
A += B
print ( A )
",ITP1_8_A,groupA,kurumin212
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,okrn_cindy
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,yukka_rinrin
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,ayk_rb_1103
"A = input ( )
A = ''
for A in range ( len ( B ) ) :
A = str ( B [ C ] )
if ( A [ B ] . islower ( ) ) :
A = B [ C ] . upper ( )
A = B [ C ] . lower ( )
A += B
print ( A )
",ITP1_8_A,groupA,momokai
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,kazari
"str = input ( )
print ( str . swapcase ( ) )
",ITP1_8_A,groupA,Haru157
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,aoaoaoi
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,kori21
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,blackpinky
"A = input ( )
A = ''
for A in range ( len ( B ) ) :
A = str ( B [ C ] )
if ( A [ B ] . islower ( ) ) :
A = B [ C ] . upper ( )
A = B [ C ] . lower ( )
A += B
print ( A )
",ITP1_8_A,groupA,arashi99
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,water0914
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,m1916075_
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,akpinee
"A = input ( )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,umnkit0922
"A = input ( )
A = ''
for A in B :
if A . isupper ( ) :
A += B . lower ( )
A += B . upper ( )
A += B
print ( A )
",ITP1_8_A,groupA,ayame_1001
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,KA1NA0913
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,blues11
"A = str ( input ( ) )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,stk95
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,kkk2m
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Kureha
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,rt56
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,ltwx4649
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,horichan
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,Shion20
"A = input ( )
A = str . swapcase ( A )
print ( A )
",ITP1_8_A,groupA,s_68
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,yuyu268
"A = input ( )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,kana0409
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,shoko_a_
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,dice37
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,ucacao33
"A = input ( )
A = str . swapcase ( B )
print ( A )
",ITP1_8_A,groupA,Shiori_Y
"print ( input ( ) . swapcase ( ) )
",ITP1_8_A,groupA,asdfghqwerty
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,_gm49
"A = input ( )
A = B . swapcase ( )
print ( A )
",ITP1_8_A,groupA,su1424zu
"A = str ( input ( ) )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,harapeco
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,gon35
"A = input ( )
A = str . swapcase ( A )
print ( A )
",ITP1_8_A,groupA,slow1224
"A = input ( )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,hamuhamu12
"A = input ( )
print ( str . swapcase ( A ) )
",ITP1_8_A,groupA,ss10225_
"A = input ( )
print ( A . swapcase ( ) )
",ITP1_8_A,groupA,miyh2523
